               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,             0.02721,           0.0075079,                   0,             0.99819,                   1,               0.995,             0.71501,            0.022213,           0.0076734,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.026187,           0.0080372,                   0,             0.99841,                   1,               0.995,             0.71583,            0.022399,           0.0076065,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.025837,            0.009101,                   0,             0.99841,                   1,               0.995,             0.71583,            0.022399,           0.0076065,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.027569,           0.0085016,                   0,             0.99859,                   1,               0.995,             0.70346,            0.023129,           0.0075997,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.023542,           0.0079219,                   0,             0.99858,                   1,               0.995,             0.70564,            0.022545,           0.0076155,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.025489,           0.0078873,                   0,              0.9983,                   1,               0.995,             0.72477,            0.022219,           0.0075922,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.025607,           0.0079359,                   0,             0.99803,                   1,               0.995,             0.72061,            0.022294,           0.0075679,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.025839,           0.0080812,                   0,             0.99838,                   1,               0.995,               0.725,            0.021333,           0.0075231,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.025387,           0.0073257,                   0,             0.99862,                   1,               0.995,             0.66051,            0.023974,           0.0075881,                   0,            0.001585,            0.001585,            0.001585
                 172,              0.0265,           0.0080276,                   0,             0.99839,                   1,               0.995,             0.71036,            0.021915,           0.0074811,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.023596,           0.0082287,                   0,             0.99839,                   1,               0.995,             0.71036,            0.021915,           0.0074811,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.026037,           0.0080444,                   0,             0.99843,                   1,               0.995,             0.71385,            0.022512,           0.0074566,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.024542,           0.0086808,                   0,             0.99864,                   1,               0.995,             0.72256,            0.022086,           0.0074599,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.025708,           0.0084621,                   0,             0.99838,                   1,               0.995,             0.73157,            0.021195,           0.0074395,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.024515,            0.008991,                   0,             0.99861,                   1,               0.995,             0.73355,            0.020856,           0.0074259,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.023478,           0.0074771,                   0,             0.99863,                   1,               0.995,             0.73595,            0.020567,           0.0074223,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.023716,           0.0077962,                   0,             0.99863,                   1,               0.995,             0.72722,            0.020502,           0.0074128,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.024341,           0.0072633,                   0,             0.99844,                   1,               0.995,             0.74449,            0.020837,           0.0074058,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.024055,            0.008375,                   0,             0.99844,                   1,               0.995,             0.74449,            0.020837,           0.0074058,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.023205,           0.0074758,                   0,             0.99842,                   1,               0.995,             0.73396,            0.021841,           0.0073929,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.025561,           0.0072354,                   0,             0.99842,                   1,               0.995,             0.73099,            0.021774,           0.0073814,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.024327,           0.0072885,                   0,             0.99843,                   1,               0.995,             0.73471,            0.021086,           0.0073805,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,             0.02262,           0.0078391,                   0,             0.99843,                   1,               0.995,             0.74353,            0.020043,           0.0073868,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.022211,             0.00769,                   0,             0.99866,                   1,               0.995,             0.74494,            0.020038,           0.0073805,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.022085,           0.0084901,                   0,             0.99868,                   1,               0.995,             0.75303,            0.019912,           0.0073521,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.022411,           0.0077796,                   0,             0.99866,                   1,               0.995,             0.73936,            0.020053,           0.0073446,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.023767,           0.0076029,                   0,             0.99866,                   1,               0.995,             0.73936,            0.020053,           0.0073446,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.022435,           0.0075077,                   0,             0.99867,                   1,               0.995,             0.73578,            0.020141,           0.0073366,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,             0.02424,           0.0075333,                   0,             0.99865,                   1,               0.995,             0.73513,            0.020138,           0.0073247,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.023052,           0.0060256,                   0,             0.99866,                   1,               0.995,             0.73204,            0.020163,           0.0073189,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.024527,           0.0077155,                   0,             0.99867,                   1,               0.995,             0.73321,            0.020143,           0.0073117,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.022919,           0.0079247,                   0,              0.9987,                   1,               0.995,             0.73391,            0.020009,           0.0073089,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.023223,           0.0083194,                   0,             0.99868,                   1,               0.995,             0.73959,            0.019819,           0.0073107,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.021712,           0.0074296,                   0,             0.99869,                   1,               0.995,              0.7359,            0.019743,           0.0073102,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.022712,           0.0088128,                   0,             0.99869,                   1,               0.995,              0.7359,            0.019743,           0.0073102,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.022954,           0.0075588,                   0,             0.99869,                   1,               0.995,             0.73852,            0.019743,           0.0073013,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.022429,           0.0077566,                   0,             0.99867,                   1,               0.995,             0.74199,            0.019776,           0.0072969,                   0,            0.000199,            0.000199,            0.000199
